track_name,album_name,album_release_year,key_name,mode_name,key_mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Get Back - Rooftop Performance / Take 1,Get Back (Rooftop Performance),2022,D,major,D major,0.628,0.524,-11.84,0.0773,0.325,0.0995,0.195,0.272,124.176,283373
Get Back - Rooftop Performance / Take 2,Get Back (Rooftop Performance),2022,A,major,A major,0.655,0.695,-9.648,0.0381,0.101,0.436,0.105,0.33,125.572,204186
Don't Let Me Down - Rooftop Performance / Take 1,Get Back (Rooftop Performance),2022,F#,minor,F# minor,0.592,0.513,-8.778,0.0322,0.321,1.7e-4,0.182,0.744,81.92,202466
I've Got A Feeling - Rooftop Performance / Take 1,Get Back (Rooftop Performance),2022,D,major,D major,0.392,0.629,-11.235,0.172,0.155,0.00699,0.0847,0.352,165.416,283720
One After 909 - Rooftop Performance,Get Back (Rooftop Performance),2022,E,major,E major,0.521,0.87,-8.985,0.237,0.0254,1.8e-6,0.622,0.723,90.474,189200
Dig A Pony - Rooftop Performance,Get Back (Rooftop Performance),2022,B,minor,B minor,0.49,0.373,-12.993,0.0574,0.454,4.01e-5,0.117,0.346,116.556,352040
God Save The Queen - Rooftop Performance / Jam,Get Back (Rooftop Performance),2022,G,major,G major,0.676,0.389,-9.622,0.0988,0.675,0.192,0.0482,0.898,132.388,25760
I've Got A Feeling - Rooftop Performance / Take 2,Get Back (Rooftop Performance),2022,A,major,A major,0.521,0.532,-11.183,0.0964,0.346,0.00866,0.234,0.313,81.332,335133
Don't Let Me Down - Rooftop Performance / Take 2,Get Back (Rooftop Performance),2022,F#,minor,F# minor,0.548,0.489,-10.463,0.0468,0.272,8.26e-4,0.328,0.605,81.846,209586
Get Back - Rooftop Performance / Take 3,Get Back (Rooftop Performance),2022,D,major,D major,0.617,0.633,-11.507,0.0819,0.0833,0.194,0.116,0.315,126.059,226586
Two Of Us - 2021 Mix,Let It Be (Super Deluxe),2021,G,major,G major,0.692,0.756,-9.677,0.0402,0.0356,8.8e-5,0.219,0.826,109.111,216480
Dig A Pony - 2021 Mix,Let It Be (Super Deluxe),2021,B,minor,B minor,0.461,0.5,-8.023,0.0478,0.183,9.94e-6,0.209,0.393,118.377,234760
Across The Universe - 2021 Mix,Let It Be (Super Deluxe),2021,C#,major,C# major,0.414,0.467,-9.189,0.027,0.552,2.28e-5,0.0779,0.752,76.148,228093
I Me Mine - 2021 Mix,Let It Be (Super Deluxe),2021,E,minor,E minor,0.423,0.587,-8.14,0.0415,0.14,0,0.118,0.575,128.47,145053
Dig It - 2021 Mix,Let It Be (Super Deluxe),2021,F,major,F major,0.519,0.564,-9.868,0.0742,0.452,0.00486,0.273,0.795,155.067,50653
Let It Be - 2021 Mix,Let It Be (Super Deluxe),2021,C,major,C major,0.407,0.413,-8.129,0.0302,0.332,4.49e-6,0.107,0.556,144.338,243173
Maggie Mae - 2021 Mix,Let It Be (Super Deluxe),2021,G,major,G major,0.525,0.627,-8.052,0.237,0.247,0,0.124,0.76,169.081,40213
I've Got A Feeling - 2021 Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.413,0.722,-7.463,0.0468,0.11,6.04e-6,0.151,0.382,165.614,217546
One After 909 - 2021 Mix,Let It Be (Super Deluxe),2021,E,major,E major,0.545,0.956,-5.549,0.116,0.0632,0,0.63,0.776,90.782,174013
The Long And Winding Road - 2021 Mix,Let It Be (Super Deluxe),2021,D#,major,D# major,0.314,0.379,-10.028,0.0271,0.82,0.00202,0.0852,0.319,66.436,217600
For You Blue - 2021 Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.854,0.605,-10.995,0.084,0.349,0.0789,0.274,0.929,128.317,152533
Get Back - 2021 Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.734,0.656,-10.443,0.0789,0.176,0.0029,0.665,0.366,123.091,188266
Morning Camera / Two Of Us - Take 4,Let It Be (Super Deluxe),2021,G,major,G major,0.718,0.671,-10.5,0.047,0.053,6.11e-4,0.352,0.762,107.858,222280
Maggie Mae / Fancy My Chances With You - Mono,Let It Be (Super Deluxe),2021,G,major,G major,0.622,0.544,-7.59,0.071,0.717,0,0.101,0.803,107.59,58400
Can You Dig It?,Let It Be (Super Deluxe),2021,G,major,G major,0.635,0.864,-7.495,0.0833,0.215,6.43e-6,0.362,0.717,141.355,122360
I Don't Know Why I'm Moaning - Speech / Mono,Let It Be (Super Deluxe),2021,D,major,D major,0.582,0.457,-14.507,0.322,0.916,0,0.0771,0.488,113.374,82013
For You Blue - Take 4,Let It Be (Super Deluxe),2021,D,major,D major,0.709,0.809,-9.73,0.099,0.24,0.0222,0.216,0.784,127.789,172946
Let It Be / Please Please Me / Let It Be - Take 10,Let It Be (Super Deluxe),2021,C,major,C major,0.494,0.424,-10.874,0.0646,0.905,4.76e-5,0.132,0.481,142.038,272680
I’ve Got A Feeling - Take 10,Let It Be (Super Deluxe),2021,D,major,D major,0.399,0.622,-7.628,0.0358,0.143,0.00263,0.119,0.306,81.095,217680
Dig A Pony - Take 14,Let It Be (Super Deluxe),2021,B,minor,B minor,0.53,0.399,-8.978,0.0702,0.661,7.58e-6,0.232,0.376,118.441,241440
Get Back - Take 19,Let It Be (Super Deluxe),2021,D,major,D major,0.74,0.619,-10.737,0.0672,0.439,0.0385,0.0634,0.633,121.379,237360
Like Making An Album? - Speech,Let It Be (Super Deluxe),2021,G,major,G major,0.62,0.18,-18.793,0.562,0.789,0,0.134,0.641,71.469,42560
One After 909 - Take 3,Let It Be (Super Deluxe),2021,E,major,E major,0.293,0.891,-7.324,0.19,0.0451,0,0.268,0.706,163.566,207173
Don’t Let Me Down - First Rooftop Performance,Let It Be (Super Deluxe),2021,E,major,E major,0.455,0.502,-7.539,0.0493,0.699,1.56e-4,0.094,0.674,163.347,209453
The Long And Winding Road - Take 19,Let It Be (Super Deluxe),2021,D#,major,D# major,0.516,0.319,-10.031,0.0306,0.868,1.01e-4,0.108,0.237,135.137,227386
Wake Up Little Susie / I Me Mine - Take 11,Let It Be (Super Deluxe),2021,A,minor,A minor,0.409,0.508,-11.582,0.167,0.401,0.314,0.216,0.376,187.098,135760
On The Day Shift Now / All Things Must Pass - Rehearsals / Mono,Let It Be (Super Deluxe),2021,A,major,A major,0.492,0.453,-11.041,0.0591,0.863,0,0.241,0.428,124.606,262226
Concentrate On The Sound - Mono,Let It Be (Super Deluxe),2021,D,major,D major,0.543,0.451,-15.496,0.4,0.977,2.09e-4,0.196,0.467,115.822,67240
Gimme Some Truth - Rehearsal / Mono,Let It Be (Super Deluxe),2021,G,major,G major,0.616,0.319,-11.198,0.139,0.834,2.47e-5,0.357,0.35,79.194,79706
I Me Mine - Rehearsal / Mono,Let It Be (Super Deluxe),2021,E,minor,E minor,0.34,0.536,-9.8,0.0463,0.797,0,0.37,0.673,175.233,95693
She Came In Through The Bathroom Window - Rehearsal,Let It Be (Super Deluxe),2021,D,major,D major,0.531,0.29,-12.716,0.0531,0.713,9.47e-6,0.26,0.336,71.105,170400
Polythene Pam - Rehearsal / Mono,Let It Be (Super Deluxe),2021,E,minor,E minor,0.568,0.57,-10.617,0.341,0.916,8.91e-6,0.147,0.783,157.595,79506
Octopus’s Garden - Rehearsal / Mono,Let It Be (Super Deluxe),2021,C,major,C major,0.406,0.345,-13.399,0.318,0.919,0,0.723,0.411,181.077,110026
Oh! Darling - Jam,Let It Be (Super Deluxe),2021,A,major,A major,0.603,0.471,-8.248,0.0297,0.448,6.56e-6,0.288,0.31,84.359,319400
Get Back - Take 8,Let It Be (Super Deluxe),2021,D,major,D major,0.737,0.672,-9.577,0.0517,0.369,0.0131,0.074,0.367,119.619,232786
The Walk - Jam,Let It Be (Super Deluxe),2021,A,major,A major,0.75,0.67,-8.019,0.0787,0.568,7.29e-5,0.0996,0.662,112.519,55746
Without A Song - Jam,Let It Be (Super Deluxe),2021,A#,major,A# major,0.574,0.396,-9.874,0.0354,0.875,1.29e-4,0.0653,0.428,126.794,120640
Something - Rehearsal / Mono,Let It Be (Super Deluxe),2021,A,major,A major,0.529,0.346,-13.309,0.218,0.893,6.19e-6,0.187,0.288,75.368,84106
Let It Be - Take 28,Let It Be (Super Deluxe),2021,C,major,C major,0.419,0.448,-8.675,0.0647,0.433,9.88e-4,0.209,0.339,140.934,282333
One After 909 - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,E,major,E major,0.494,0.872,-8.006,0.125,0.00752,0,0.292,0.889,90.974,186800
Medley: I’m Ready (aka Rocker) / Save The Last Dance For Me / Don’t Let Me Down - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,F#,minor,F# minor,0.53,0.44,-13.959,0.152,0.75,0.0014,0.164,0.818,114.447,116373
Don't Let Me Down - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,E,major,E major,0.469,0.342,-10.952,0.0752,0.723,4.11e-5,0.264,0.515,154.318,245466
Dig A Pony - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.481,0.314,-10.906,0.0427,0.73,0,0.579,0.416,119.222,253106
I've Got A Feeling - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.502,0.543,-11.7,0.0348,0.708,1.11e-5,0.15,0.635,167.372,173493
Get Back - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.711,0.528,-12.262,0.0382,0.577,0.0495,0.0986,0.296,122.637,193640
For You Blue - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.734,0.516,-13.881,0.0991,0.696,0.0425,0.416,0.823,128.235,174320
Teddy Boy - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.629,0.424,-12.57,0.0457,0.713,0,0.253,0.667,146.242,221640
Two Of Us - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,G,major,G major,0.704,0.514,-14.626,0.0368,0.543,3.31e-6,0.248,0.753,105.038,209693
Maggie Mae - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,C,major,C major,0.453,0.452,-12.153,0.14,0.396,0,0.105,0.585,168.087,38466
Dig It - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,F,major,F major,0.391,0.517,-13.318,0.0735,0.643,2.69e-6,0.424,0.842,155.196,249680
Let It Be - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,C,major,C major,0.409,0.327,-12.454,0.0455,0.924,0.0018600000000000001,0.278,0.416,137.324,249760
The Long And Winding Road - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D#,major,D# major,0.472,0.297,-13.007,0.0274,0.905,0.0595,0.145,0.295,133.365,219080
Get Back - Reprise / 1969 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.76,0.446,-15.214,0.0789,0.853,0.858,0.139,0.939,121.117,40973
Across The Universe - 1970 Glyn Johns Mix,Let It Be (Super Deluxe),2021,D,major,D major,0.322,0.447,-8.016,0.0271,0.569,0,0.306,0.826,162.262,211133
I Me Mine - 1970 Glyn Johns Mix,Let It Be (Super Deluxe),2021,A,minor,A minor,0.382,0.41,-10.362,0.0734,0.711,3.35e-6,0.123,0.408,181.328,105613
Don’t Let Me Down - Single Version / 2021 Mix,Let It Be (Super Deluxe),2021,E,major,E major,0.473,0.415,-9.98,0.0326,0.592,1.09e-4,0.311,0.739,152.595,248253
Let It Be - Single Version / 2021 Mix,Let It Be (Super Deluxe),2021,C,major,C major,0.525,0.439,-8.505,0.0324,0.573,7.83e-5,0.115,0.494,69.23,232706
Come Together - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,A,minor,A minor,0.536,0.36,-10.973,0.0408,0.0823,0.167,0.0996,0.147,164.891,260200
Something - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.416,0.385,-9.388,0.0279,0.0958,5.24e-6,0.228,0.458,133.298,182226
Maxwell's Silver Hammer - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.816,0.386,-9.443,0.0382,0.497,9.31e-5,0.309,0.708,131.099,207973
Oh! Darling - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,E,major,E major,0.437,0.669,-6.524,0.0395,0.0344,0.00395,0.347,0.514,173.67,207146
Octopus's Garden - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C#,minor,C# minor,0.565,0.645,-6.194,0.0332,0.113,6.25e-4,0.124,0.626,92.253,170800
I Want You (She's So Heavy) - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,A,minor,A minor,0.326,0.5,-8.388,0.0315,0.0208,0.0473,0.0941,0.365,142.872,467360
Here Comes The Sun - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,A,major,A major,0.569,0.557,-10.208,0.0428,0.038,2.28e-4,0.136,0.292,129.101,185706
Because - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.178,0.283,-11.436,0.0298,0.613,8.04e-5,0.127,0.19,161.293,165613
You Never Give Me Your Money - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.33,0.442,-12.216,0.035,0.317,0.0762,0.149,0.326,173.751,242666
Sun King - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.406,0.274,-15.138,0.0301,0.186,0.138,0.258,0.199,149.875,146333
Mean Mr Mustard - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,E,major,E major,0.69,0.674,-7.983,0.0391,0.0254,6.59e-6,0.47,0.915,100.497,66466
Polythene Pam - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,B,minor,B minor,0.47,0.833,-8.017,0.0569,0.00203,0.706,0.133,0.491,166.72,72800
She Came In Through The Bathroom Window - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.527,0.752,-7.806,0.0298,0.00307,4.49e-5,0.329,0.738,80.647,118813
Golden Slumbers - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.395,0.181,-11.098,0.0284,0.303,1.84e-4,0.16,0.221,80.663,91440
Carry That Weight - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.494,0.558,-7.604,0.0283,0.0915,7.86e-4,0.243,0.625,84.005,96440
The End - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.624,0.532,-9.15,0.0606,4.5e-4,0.142,0.151,0.125,123.358,141906
Her Majesty - 2019 Mix,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.742,0.182,-20.25,0.0986,0.647,2.9e-6,0.344,0.565,100.526,25120
I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix,Abbey Road (Super Deluxe Edition),2019,F,major,F major,0.36,0.383,-10.2,0.0384,0.13,0.00115,0.273,0.373,143.811,419600
Goodbye - Home Demo,Abbey Road (Super Deluxe Edition),2019,B,major,B major,0.556,0.174,-15.047,0.0462,0.918,6.81e-4,0.114,0.563,126.695,143706
Something - Studio Demo,Abbey Road (Super Deluxe Edition),2019,A,major,A major,0.408,0.187,-15.354,0.035,0.955,5.75e-4,0.0766,0.243,139.822,217226
The Ballad Of John And Yoko - Take 7,Abbey Road (Super Deluxe Edition),2019,A,major,A major,0.695,0.732,-12.57,0.0545,0.0681,0,0.164,0.672,132.918,217653
Old Brown Shoe - Take 2,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.639,0.731,-11.706,0.0504,0.447,0,0.0371,0.372,142.441,195826
Oh! Darling - Take 4,Abbey Road (Super Deluxe Edition),2019,F#,minor,F# minor,0.596,0.51,-10.309,0.0285,0.307,2.95e-5,0.326,0.545,86.298,210720
Octopus's Garden - Take 9,Abbey Road (Super Deluxe Edition),2019,C#,minor,C# minor,0.699,0.412,-13.846,0.098,0.0851,1.44e-5,0.178,0.837,91.26,103000
You Never Give Me Your Money - Take 36,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.375,0.455,-12.732,0.0635,0.621,0.00568,0.131,0.377,170.359,317880
Her Majesty - Takes 1-3,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.691,0.134,-21.742,0.355,0.75,0.00153,0.144,0.509,100.276,93946
Golden Slumbers / Carry That Weight - Takes 1-3 / Medley,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.561,0.202,-14.609,0.0331,0.674,0.00102,0.147,0.235,81.134,200506
Here Comes The Sun - Take 9,Abbey Road (Super Deluxe Edition),2019,A,major,A major,0.581,0.555,-11.948,0.0305,0.0408,0.00492,0.0917,0.562,126.629,220973
Maxwell's Silver Hammer - Take 12,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.787,0.319,-13.836,0.146,0.237,5.06e-4,0.251,0.701,129.09,284440
Come Together - Take 5,Abbey Road (Super Deluxe Edition),2019,A,minor,A minor,0.598,0.314,-15.136,0.171,0.096,6.21e-4,0.149,0.277,166.035,210146
The End - Take 3,Abbey Road (Super Deluxe Edition),2019,B,minor,B minor,0.671,0.42,-15.477,0.21,9.27e-4,0.706,0.507,0.539,122.778,131080
Come And Get It - Studio Demo,Abbey Road (Super Deluxe Edition),2019,E,major,E major,0.572,0.405,-12.66,0.0344,0.00356,0,0.178,0.494,87.938,162760
Sun King - Take 20,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.559,0.23,-19.72,0.0621,0.444,0.0305,0.182,0.286,77.076,194026
Mean Mr. Mustard - Take 20,Abbey Road (Super Deluxe Edition),2019,F#,minor,F# minor,0.59,0.553,-12.316,0.0421,0.023,0.0152,0.538,0.628,92.501,94293
Polythene Pam - Take 27,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.479,0.708,-12.094,0.0871,0.0734,0.0252,0.371,0.518,165.489,99160
She Came In Through The Bathroom Window - Take 27,Abbey Road (Super Deluxe Edition),2019,D,major,D major,0.594,0.681,-10.971,0.0286,0.00673,0.00128,0.1,0.858,79.384,126080
Because - Take 1 / Instrumental,Abbey Road (Super Deluxe Edition),2019,A,major,A major,0.328,0.381,-17.94,0.0745,0.458,0.191,0.0799,0.2,165.109,187520
"The Long One - Comprising of ‘You Never Give Me Your Money’, ’Sun King’/’Mean Mr Mustard’, ‘Her Majesty’, ‘Polythene Pam’/’She Came In Through The Bathroom Window’, ’Golden Slumbers’/ ’Carry That Weight’, ’The End’",Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.403,0.425,-11.09,0.0405,0.0565,0.00839,0.0788,0.243,84.037,970466
Something - Take 39 / Instrumental / Strings Only,Abbey Road (Super Deluxe Edition),2019,G,major,G major,0.0959,0.229,-14.741,0.0388,0.79,0.942,0.0715,0.0677,74.502,161720
Golden Slumbers / Carry That Weight - Take 17 / Instrumental / Strings & Brass Only,Abbey Road (Super Deluxe Edition),2019,C,major,C major,0.178,0.218,-9.474,0.0336,0.829,0.768,0.101,0.15,83.482,197266
Back In The U.S.S.R. - 2018 Mix,The Beatles,2018,A,major,A major,0.51,0.893,-9.267,0.0342,0.00102,5.85e-5,0.201,0.934,142.657,163466
Dear Prudence - 2018 Mix,The Beatles,2018,D,major,D major,0.395,0.538,-10.3,0.0456,0.0904,4.53e-4,0.0685,0.369,150.785,234973
Glass Onion - 2018 Mix,The Beatles,2018,G,minor,G minor,0.529,0.555,-8.839,0.0508,0.00236,0.003,0.093,0.615,120.356,137706
"Ob-La-Di, Ob-La-Da - 2018 Mix",The Beatles,2018,A#,major,A# major,0.803,0.776,-7.561,0.0333,0.149,0.00471,0.222,0.969,113.193,188813
Wild Honey Pie - 2018 Mix,The Beatles,2018,A,minor,A minor,0.749,0.689,-10.883,0.0346,0.278,0.759,0.796,0.299,89.897,53000
The Continuing Story Of Bungalow Bill - 2018 Mix,The Beatles,2018,C,major,C major,0.659,0.56,-9.561,0.0648,0.295,0,0.683,0.738,114.796,194186
While My Guitar Gently Weeps - 2018 Mix,The Beatles,2018,D,major,D major,0.421,0.668,-9.234,0.0364,0.00196,0.0172,0.307,0.635,115.124,285280
Happiness Is A Warm Gun - 2018 Mix,The Beatles,2018,A,minor,A minor,0.461,0.534,-9.912,0.0592,0.131,5.63e-6,0.107,0.459,138.935,164520
Martha My Dear - 2018 Mix,The Beatles,2018,A#,major,A# major,0.641,0.328,-10.709,0.0313,0.788,7.77e-5,0.157,0.858,89.212,148480
I'm So Tired - 2018 Mix,The Beatles,2018,A,major,A major,0.44,0.485,-10.989,0.28,0.496,1.11e-5,0.508,0.717,69.925,123400
Blackbird - 2018 Mix,The Beatles,2018,G,major,G major,0.649,0.123,-15.657,0.0396,0.825,3.14e-6,0.0627,0.358,93.82,138360
Piggies - 2018 Mix,The Beatles,2018,G#,major,G# major,0.527,0.471,-9.901,0.0314,0.2,0,0.0981,0.571,92.583,124306
Rocky Raccoon - 2018 Mix,The Beatles,2018,G,major,G major,0.543,0.429,-10.249,0.0397,0.424,0,0.25,0.638,78.943,213080
Don't Pass Me By - 2018 Mix,The Beatles,2018,C,major,C major,0.598,0.58,-8.082,0.0262,0.472,1.07e-6,0.248,0.961,84.995,230306
Why Don't We Do It In The Road? - 2018 Mix,The Beatles,2018,G,major,G major,0.532,0.524,-8.057,0.0545,0.493,8.68e-6,0.0601,0.845,188.181,101733
I Will - 2018 Mix,The Beatles,2018,F,major,F major,0.621,0.348,-12.808,0.0251,0.661,2.94e-4,0.0899,0.9,103.123,105786
Julia - 2018 Mix,The Beatles,2018,D,major,D major,0.399,0.091,-15.499,0.0314,0.849,1.05e-4,0.106,0.185,134.702,176133
Birthday - 2018 Mix,The Beatles,2018,D,major,D major,0.587,0.662,-8.056,0.0398,2.27e-5,0.165,0.194,0.964,139.374,161986
Yer Blues - 2018 Mix,The Beatles,2018,E,major,E major,0.328,0.608,-9.17,0.0467,6.52e-4,0.216,0.0948,0.48,104.258,241000
Mother Nature's Son - 2018 Mix,The Beatles,2018,D,major,D major,0.564,0.197,-16.103,0.0255,0.614,0.208,0.271,0.473,84.761,167826
Everybody's Got Something To Hide Except Me And My Monkey - 2018 Mix,The Beatles,2018,D,major,D major,0.503,0.775,-6.719,0.0683,0.00445,5.31e-5,0.0554,0.738,117.153,144653
Sexy Sadie - 2018 Mix,The Beatles,2018,G,major,G major,0.483,0.546,-9.039,0.0299,0.279,0.00113,0.198,0.732,149.62,195426
Helter Skelter - 2018 Mix,The Beatles,2018,E,major,E major,0.22,0.884,-7.21,0.0913,2.18e-4,0.141,0.828,0.248,167.748,269773
"Long, Long, Long - 2018 Mix",The Beatles,2018,F,major,F major,0.337,0.23,-11.589,0.0282,0.35,0.139,0.103,0.106,104.767,186426
Revolution 1 - 2018 Mix,The Beatles,2018,A,major,A major,0.37,0.674,-8.39,0.0411,0.0974,2.96e-4,0.427,0.583,98.997,255653
Honey Pie - 2018 Mix,The Beatles,2018,G,major,G major,0.592,0.357,-11.976,0.0622,0.893,4.96e-5,0.136,0.489,144.06,161160
Savoy Truffle - 2018 Mix,The Beatles,2018,B,minor,B minor,0.63,0.616,-7.972,0.0504,0.00938,0.00962,0.0792,0.912,120.922,174440
Cry Baby Cry - 2018 Mix,The Beatles,2018,C,major,C major,0.481,0.475,-11.762,0.0264,0.129,0.0209,0.196,0.489,76.795,181866
Revolution 9 - 2018 Mix,The Beatles,2018,A,minor,A minor,0.193,0.706,-12.392,0.369,0.775,0.0908,0.782,0.119,82.224,500853
Good Night - 2018 Mix,The Beatles,2018,G,major,G major,0.131,0.343,-15.122,0.0349,0.888,0.383,0.107,0.137,95.082,195213
Back In The U.S.S.R. - Esher Demo,The Beatles,2018,G,major,G major,0.658,0.53,-8.48,0.0845,0.756,0,0.185,0.557,127.719,179906
Dear Prudence - Esher Demo,The Beatles,2018,A#,minor,A# minor,0.387,0.266,-12.38,0.0302,0.655,0.0129,0.143,0.271,89.173,287053
Glass Onion - Esher Demo,The Beatles,2018,E,major,E major,0.697,0.288,-9.951,0.0441,0.689,0,0.127,0.616,113.622,115600
"Ob-La-Di, Ob-La-Da - Esher Demo",The Beatles,2018,G#,major,G# major,0.76,0.601,-7.883,0.0495,0.403,0,0.0859,0.549,118.73,190600
The Continuing Story Of Bungalow Bill - Esher Demo,The Beatles,2018,G#,minor,G# minor,0.594,0.357,-9.262,0.0397,0.642,0,0.163,0.494,109.317,160920
While My Guitar Gently Weeps - Esher Demo,The Beatles,2018,C#,minor,C# minor,0.503,0.321,-11.827,0.0468,0.835,0,0.353,0.36,82.396,161440
Happiness Is A Warm Gun - Esher Demo,The Beatles,2018,F,major,F major,0.587,0.18,-12.486,0.0424,0.771,2.41e-5,0.161,0.186,138.625,115026
I'm So Tired - Esher Demo,The Beatles,2018,B,major,B major,0.473,0.285,-11.598,0.101,0.756,0,0.925,0.42,152.361,190760
Blackbird - Esher Demo,The Beatles,2018,G,major,G major,0.585,0.272,-12.194,0.0342,0.699,2.74e-4,0.0758,0.388,89.156,154520
Piggies - Esher Demo,The Beatles,2018,D,major,D major,0.447,0.225,-11.622,0.0445,0.868,0,0.341,0.464,175.566,125786
Rocky Raccoon - Esher Demo,The Beatles,2018,F#,major,F# major,0.6,0.297,-9.875,0.0349,0.619,0,0.301,0.356,82.588,164320
Julia - Esher Demo,The Beatles,2018,D#,major,D# major,0.507,0.278,-11.235,0.0306,0.845,0.0344,0.228,0.261,138.715,236466
Yer Blues - Esher Demo,The Beatles,2018,G#,major,G# major,0.567,0.467,-10.586,0.0432,0.374,4.16e-4,0.511,0.643,148.643,211386
Mother Nature's Son - Esher Demo,The Beatles,2018,G#,major,G# major,0.356,0.324,-9.269,0.0282,0.835,1.22e-4,0.351,0.331,174.134,144413
Everybody's Got Something To Hide Except Me And My Monkey - Esher Demo,The Beatles,2018,F#,major,F# major,0.678,0.587,-9.721,0.0398,0.131,0,0.31,0.704,118.018,183893
Sexy Sadie - Esher Demo,The Beatles,2018,F,minor,F minor,0.432,0.283,-11.616,0.0528,0.783,1.95e-6,0.358,0.257,147.869,146693
Revolution - Esher Demo,The Beatles,2018,F,minor,F minor,0.723,0.383,-9.526,0.0682,0.294,1.73e-5,0.118,0.569,121.509,246640
Honey Pie - Esher Demo,The Beatles,2018,D,major,D major,0.633,0.47,-9.198,0.113,0.4,0,0.261,0.655,78.419,119906
Cry Baby Cry - Esher Demo,The Beatles,2018,G#,minor,G# minor,0.63,0.277,-11.472,0.0529,0.805,0,0.332,0.717,154.921,147733
Sour Milk Sea - Esher Demo,The Beatles,2018,G,major,G major,0.662,0.392,-9.967,0.0509,0.86,8.4e-6,0.378,0.402,127.317,223533
Junk - Esher Demo,The Beatles,2018,G#,major,G# major,0.37,0.171,-14.625,0.0289,0.9,0.353,0.105,0.263,137.685,156586
Child Of Nature - Esher Demo,The Beatles,2018,F#,major,F# major,0.477,0.32,-10.596,0.0294,0.67,0,0.132,0.437,72.062,157773
Circles - Esher Demo,The Beatles,2018,G#,major,G# major,0.267,0.132,-11.61,0.0378,0.351,1.52e-5,0.1,0.121,101.504,136706
Mean Mr Mustard - Esher Demo,The Beatles,2018,G#,major,G# major,0.645,0.529,-8.006,0.0317,0.649,6.33e-6,0.0618,0.598,104.941,125586
Polythene Pam - Esher Demo,The Beatles,2018,G#,major,G# major,0.671,0.636,-7.248,0.0679,0.372,2.48e-6,0.069,0.963,166.246,86240
Not Guilty - Esher Demo,The Beatles,2018,E,minor,E minor,0.594,0.22,-9.775,0.0541,0.875,1.33e-5,0.358,0.301,103.238,185186
What’s The New Mary Jane - Esher Demo,The Beatles,2018,C#,major,C# major,0.642,0.337,-9.282,0.0375,0.191,0,0.172,0.558,78.431,162973
Revolution 1 - Take 18,The Beatles,2018,D,major,D major,0.436,0.576,-11.874,0.0871,0.151,0.0158,0.643,0.333,100.654,628906
A Beginning (Take 4) / Don’t Pass Me By (Take 7),The Beatles,2018,C,major,C major,0.527,0.522,-10.614,0.0259,0.717,5.95e-4,0.142,0.73,85.155,305973
